id,sentence,type
jp_398,shabtai complained to the attorneygeneral in recent weeks that on numerous occasions the national security minister had illegally bypassed him and spoken directly to lowerranking police officers,pro-israeli
jp_398,bengvir in turn accused shabtai of not functioning properly since the results of the mount meron tragedy report were made public in march,pro-palestinian
jp_398,ldquoi came here today out of a deep concern for the future of the israel police as a professional apoliticalrdquo member of the police without any specific agenda shabtai said,pro-israeli
jp_398,expanding the authorities of the minister could affect democracy in the state of israelrdquo he emphasized,pro-israeli
jp_399,"nbsp
most of the attacks that took place were not carried out by groups but by lone wolves",pro-israeli
jp_399,those kinds of attacks the idf has admitted are much more challenging to thwart than attacks planned by groups,pro-israeli
jp_399,if you donrsquot have an organization you donrsquot have the signature of the preparation of the specific attack,pro-israeli
jp_399,"nbsp
despite the challenges the great majority of attacks have been thwarted by security forces",pro-israeli
jp_399,"nbsp
with the cancellation of the may palestinian elections in late april the public has lost all faith in their leaders who they say have abandoned the cause a long time ago",pro-palestinian
jp_399,four palestinian teenagers have been killed in recent weeks,pro-palestinian
jp_399,"nbsp
like on the gaza border palestinian youths have been taking part in night disturbances with loud riots and setting fires to tires",pro-palestinian
jp_399,in one video uploaded to youtube demonstrators chant ldquogreeting from the steadfast village of beita to the steadfast cities in gaza,pro-palestinian
jp_399,"rdquo
nbsp
evyatar was reestablished by settlers in april on land that historically belonged to the palestinian villages of beita kabalan and yatma",pro-palestinian
jp_399,residents have been barred from the land for decades by the israeli military for security reasons,pro-israeli
jp_399,"nbsp
the idf has made it clear that the outpost will be demolished with the idfrsquos central command writing that ldquothe evyatar outpost was established illegally and everything was done in complete violation of the law",pro-israeli
jp_399,they know that another illegal settlement will likely be built on another hill,pro-palestinian
jp_399,"nbsp
while rockets are not raining down on israel incendiary balloons have caused dozens of fires to rage across southern israel",pro-israeli
jp_399,the enemy will not succeed with its extortion policy and we will not sit back as our people are pushed overrdquo the groups said in a statement quoted by israeli media,pro-israeli
jp_399,"nbsp
ldquoit was a bad meetingrdquo sinwar said",pro-israeli
jp_399,it was not positive at all and we clarified to the united nations delegation that we would hold a meeting of islamic and national factions in gaza to decide our next steps,pro-palestinian
jp_400,killing jews is yahya sinwars strongest instinct,pro-israeli
jp_400,eventually whoever governs the gaza strip will never accept your existence,pro-palestinian
jp_400,no palestinians in any form neither the palestinian authority nor a reformed authority will acknowledge your presence,pro-palestinian
jp_400,what has happened in gaza can also happen in the west bank,pro-palestinian
jp_400,we have a zerosum game with the palestinians and if we fail to realize this it will consume us,pro-palestinian
jp_400,even in judea and samaria my friends its just a matter of time,pro-israeli
jp_400,just ask the residents of settlements they know this is coming their way,pro-palestinian
jp_400,palestinians passing by the fence warn us we will do to you what they did to you in gaza,pro-palestinian
jp_400, i receive calls from haredi individuals living in beitar illit telling me the arabs are coming and gaza is a precursor,pro-palestinian
jp_400,understand that something has fundamentally changed regarding palestinian existence,pro-palestinian
jp_400,they have achieved what nasrallah did in 2000 they managed to enter kill and massacre and we did nothing,pro-israeli
jp_400,does witnessing the ongoing events in gaza not make them think twice,pro-palestinian
jp_400,is jenin no longer like gaza,pro-palestinian
jp_400,is nablus no longer like gaza,pro-palestinian
jp_400,these are small places that have embraced jihad,pro-israeli
jp_400,jihad holds greater significance for them than anything else even if it brings them down and backfires,pro-israeli
jp_400,theres an arabic saying if you want your stocks to rise deal with a jew,pro-palestinian
jp_400, the mercy of the jews is something arabs praise ndash their compassion,pro-palestinian
jp_400,this war is not a month or two i think something strategic has happened here the state of israel is about to go through a huge process for the next few years,pro-israeli
jp_400,what do you think that nasrallah has finished his story,pro-israeli
jp_400,if you end gaza in a wow way everyone will step back and say listen the jews did something that is beyond their nature and thats it,pro-palestinian
jp_400,that no palestinian refugees remain in the gaza strip,pro-palestinian
jp_400,200000 to 10 countries whats the problem,pro-palestinian
jp_400,germany took in four million syrian refugees europe took in another two million lebanon took in two million from assad jordan took in egypt,pro-palestinian
jp_400,those who protect the palestinians all the time whats the problem if they take some palestinians,pro-palestinian
jp_400,you will not be able to establish your control and for the state of israel to be safe as long as you have an entity there that will always threaten you,pro-israeli
jp_400,is he planning to return to gaza,pro-palestinian
jp_400,everyone who took care of the gaza strip in recent years must hold themselves accountable,pro-palestinian
jp_401,russian aliyah saw a record 26 holocaust survivors come to israel throughout the past year while 10 more came from ukraine five from france four from the us three from germany and a handful from venezuela brazil italy and canada,pro-israeli
jp_401,those who made aliyah following october 7nbspthe four holocaust survivors who made aliyah on october 7 were from either russia or the us,pro-israeli
jp_401,ldquowe welcome the fact that precisely in these years despite the difficulty and their age they chose to come to our national homerdquo he said,pro-israeli
jp_401,ldquoi see their arrival in israel as lsquoclosing a circlersquo and a victory for them and the jewish people,pro-israeli
jp_401,rdquothe aliyah of holocaust survivors is no ordinary occurrence in the state of israel and the ministry handles such cases accordingly,pro-israeli
jp_401,as such holocaust survivors who make aliyah or immigrate to israel receive special support including eligibility for a oneyear advancement in the waiting list for public housing financial grants and assistance,pro-israeli
jp_402,the images coming from israel of a massive fire south of ashkelon a bus blown up fires near a gas station and also interceptions near the airport are a message to the region,pro-israeli
jp_402,"nbsp
they appear to show an israel that is more vulnerable than at any time in recent memory",pro-israeli
jp_402,this has serious ramifications because iran and hezbollah may think that israel is weaker than it is,pro-israeli
jp_402,there have been clashes in haifa lod ramle acre nazareth and other cities in israel,pro-israeli
jp_402,"nbsp
nbsp
for the media that are proiran the narrative is clear",pro-israeli
jp_402,almayadeen celebrates that israel was ldquoastonishedrdquo by the huge volume of rocket fire,pro-israeli
jp_402,proiran commentators say israel has a failed leadership,pro-israeli
jp_402,these questions lead to what might happen in a conflict with hezbollah,pro-israeli
jp_404,this exhibition will be open to the public 10 am to 5 pm weekdays and saturday and 1 pm to 5 pm sunday through 1 march 2024,pro-palestinian
jp_404,these works have not been seen outside of israel,pro-israeli
jp_404,the current exhibition celebrates the 75th anniversary of phoenix group a leading israeli financial services firm that has sold important works with christiersquos in london and new york,pro-israeli
jp_404,christiersquos is also pleased to announce that two of the works in the exhibition will be offered for sale in the may 21st century art sales in new york,pro-palestinian
jp_404,the resulting juxtapositions enable us to see a repeated swinging back and forth between engagement with ancient jewish culture and the reborn hebrew one between yearning and fulfillment abstract ideas and their realization sanctity and secularity jewish tradition and artistic avantgarde,pro-israeli
jp_404,the chairman of christiersquos americas marc porter said ldquowe are honored to bring this important exhibition to new york city an event that is the culmination of a year of planning and more than two decades of work with the phoenix group which began with the sale of its american art collection,pro-israeli
jp_404,i have worked in israel my entire career including decades on the board of the american friends of the tel aviv museum of art and i am deeply moved and gratified to be part of this notable occasion,pro-israeli
jp_404,rdquonbspthe ceo of phoenix group eyal ben simon said ldquoour art collection is an expression of the pride we take in our nationrsquos history culture and creativity,pro-israeli
jp_404,rdquo nbspexhibition highlightsnbspon exhibition and offered for sale in mayphoenix grouprsquos collection of israeli art comprised of nearly 1400 works is one of the finest and most comprehensive in its field,pro-israeli
jp_404,this treasury of artworks has played a major role in the construction and preservation of the israeli artistic canon and has earned its place alongside the collections of israelrsquos leading museums,pro-israeli
jp_404,established in the early 1980s at the instigation of joseph hackmey the owner and ceo of the phoenix up to 2002 the collection chronicles the significant pinnacles and shifts of israeli art from its inception to today,pro-israeli
jp_404,the collection includes a large number of key works by many of israelrsquos leading twentieth century artists making it possible to track their development throughout their careers,pro-israeli
jp_404,large parts of the collection have featured in exhibitions at the tel aviv museum of art 1998 and the ashdod art museum 2006,pro-israeli
jp_404,it has not been comprehensively displayed since then but individual works have been on loan to various venues including the permanent exhibition of israeli art at the israel museum in jerusalem,pro-israeli
jp_404,renowned and trusted for our expert live and onlineonly auctions as well as bespoke private sales christiersquos unparalleled network of specialists offers our clients a full portfolio of global services including art appraisal art financing international real estate and education,pro-palestinian
jp_404,christiersquos has sold 7 of the 10 most important singleowner collections in history achieved the world record price for an artwork at auction launched the first fully onchain auction platform dedicated to exceptional nft art and manages an investment fund to support innovative startups in the art market,pro-palestinian
jp_405,pressed that in november qatar rejected any imminent normalization with israel sources told the post confidently that this would likely change during the incoming biden administrationrsquos term,pro-israeli
jp_405,qatar has long been a focal point for many parties in the middle east and doha has been in a diplomatic and economic war with saudi arabia and other moderate sunni gulf countries since june 2017,pro-palestinian
jp_405,in middecember palestinian authority president mahmoud abbas met with qatari emir sheikh tamim bin hamad althani to try to convince him to host a peace conference in 2021,pro-palestinian
jp_405,the idea would be to move the conversation back from the trump peace plan to the previous conventional palestinianwestern plans for peace,pro-palestinian
jp_405,surrounding all these contacts with qatar is the fact that the us maintains close relations including its key military base in the middle east in qatar,pro-palestinian
jp_405,sources also indicated that there could be a breakthrough in unfreezing relations between qatar and the saudiled gulf states coalition as early as next week while trump is still in office,pro-palestinian
jp_405,statements by officials on the possibility of israeliqatari normalization have to date been mixed,pro-israeli
jp_405,also in october intelligence minister eli cohen told army radio that to preserve its qualitative military edge israel will ask the us not to sell f35 fighter jets to qatar,pro-israeli
jp_405,in middecember rabbi marc schneier an unofficial envoy for normalization with gulf states told the post ldquoi wonrsquot be content until i see qataris saudis omanis and kuwaitis join as well,pro-palestinian
jp_405,"rdquo

qatar is preparing for the world cup and schneier thinks it is a natural fit for israel",pro-israeli
jp_405,ldquoqataris are very excited about welcoming israelis for the world cuprdquo he said,pro-israeli
jp_405,ldquoin regard to the question about israeli guests coming to watch the games the qataris have already said that they will be allowed to do sordquo he said,pro-israeli
jp_405,ldquobut i believe that by november 2022 the start of the world cup we will already see relations between them and israel,pro-israeli
jp_406,nbspthe police said the terrorist a 14yearold resident of kafr akab in the north of jerusalem stabbed the victim in his upper body,pro-israeli
jp_406,magen david adom mda medics and paramedics treated the victim and evacuated him to the hadassah mount scopus medical center,pro-palestinian
jp_406,police operate at the scene,pro-israeli
jp_406,the police spokesperson said forces commanded by jerusalem district police commander doron turgeman continued the investigations at the scene and the situation was being assessed,pro-israeli
jp_406,later on wednesday the police said it had taken for questioning an additional 14yearold suspect resident of kafr akab for a possible connection with the terrorist and involvement in the attack,pro-israeli
jp_406,he the terrorist had fled in the meantime,pro-israeli
jp_406,i thought he was waiting for the bus but he was waiting for me he said,pro-israeli
jp_407,three suspects cut  the border fence and crossed into israel where they were joined by  another four suspects they then started a fire inside israeli  territory which spread to lebanese territory,pro-israeli
jp_407,ldquothe  behavior of the suspects indicated that they were planning to commit a  terror attack in metullardquo the military said in a statement,pro-israeli
jp_407,during  the event the idf shot one suspect identified by hezbollahrsquos news  outlet almanar as mohammad tahhan in the leg,pro-israeli
jp_407,he was identified by the idf as a hezbollah member,pro-israeli
jp_407,and the event came a day after three rockets were fired from southern  lebanon landing in the sea off of the northern coast of israel,pro-israeli
jp_407,members of his family dressed in black and wearing face masks to prevent the spread of the coronavirus gathered around the coffin of mohamed tahan in his home town of adloun in southern lebanon to bid farewell reuters images showed,pro-palestinian
jp_407,the lebanese army deployed in the area setting up cordons to prevent protesters approaching a border wall that runs along that stretch of the boundary although some protesters still managed move up close,pro-palestinian
jp_408,yossi kuperwasser who formerly headed the research division of the israel defense forces intelligence corps,pro-israeli
jp_408,at the programs inauguration israels agriculture and rural development minister avi dichter stressed the significance of looking beyond language acquisition,pro-israeli
jp_408,beyond learning the arabic language it is essential to understand the arab mindset which differs from ours,pro-palestinian
jp_408,the students of this new course will have a unique opportunity to do so with the expertise of top professionals in the field,pro-palestinian
jp_408,this need became particularly evident after the outbreak of the current war when the center actively disseminated information to the international community,pro-palestinian
jp_408,this is particularly necessary for analyzing threats and risks in order to understand middle eastern thinking to build bridges with regional countries and expand the historical abraham accords he added,pro-palestinian
jp_408,workshops field trips and even a homestay experience with an arab family are also incorporated,pro-palestinian
jp_408,upon completing their academic specialization graduates will have the opportunity to join a regional leadership program,pro-palestinian
jp_408,at the end of the program they will not only be able to speak arabic fluently but also understand regional thinking,pro-palestinian
jp_408,rdquowhat is the jerusalem center for public affairs,pro-israeli
jp_408,since its inception in 1976 the jcpa has evolved from primarily focusing on regional security strategy and international law research,pro-palestinian
jp_408,the center actively cultivates both overt and covert strategic partnerships with key figures from arab and muslim nations and remains a pivotal force in combating bds and global antisemitism,pro-palestinian
jp_410,the ldquomaslul batuahrdquosafe route operation which set out to stem the tide of crime in arab communities spanning joint efforts of nine governmental offices has recorded impressive strides since its initiation eight months ago,pro-palestinian
jp_410,last year the violence in the sector exploded to a dramatic peak of 130 murders ndash on average a person was murdered in arab society every three days,pro-palestinian
jp_410,in the enforcement of the operation mostly in the north 3871 suspects were arrested thousands of weapons were seized and 1153 indictments were filed for weapons offenses across israel,pro-israeli
jp_410,about 88 of the indictments filed for the offenses of shooting and possession trafficking and use of weapons were filed against defendants from arab society,pro-palestinian
jp_410,leon hirsch head of the operational coordination section in the police intelligence division,pro-israeli
jp_410,since the operation began there has been a much higher demand for police services and we see this in the responses we receive from the residentsrdquo he added,pro-israeli
jp_410,seizing weapons arresting criminalsduring this period in 2022 tens of thousands of weapons explosives ammunition grenades and other illegal items were seized in towns of arab communities including 770 handguns and more than 100 submachine guns and 350 guns of different types thousands of items of ammunition as well as hundreds of grenades weapon parts and explosives ndash a significant increase when compared to the same time period in 2021,pro-palestinian
jp_410,the police attribute this decrease in the number of murders in the sector to the operation,pro-israeli
jp_410,while police actions are at the forefront of the operation it is much larger in scope when looked at from a broader lens,pro-israeli
jp_410,efforts of the finance ministry and income tax officials for example set out to combat money laundering and illegal loans which in turn entangle many civilians,pro-palestinian
jp_410,ldquomany arab towns in the north donrsquot even have a bank or any other means of legally handling financial affairs,pro-palestinian
jp_410,left out of options they turn to organized criminal syndicatesrdquoola najamiyousefldquomany arab towns in the north donrsquot even have a bank or any other means of legally handling financial affairs,pro-palestinian
jp_410,left out of options they turn to organized criminal syndicatesrdquo ola najamiyousef vice president of the abraham initiative ngo which tracks crime in arab communities told the magazine in an interview,pro-palestinian
jp_410,the arab communities have long faced neglect from all governmental offices from finance to education,pro-palestinian
jp_410,arabs were viewed as a security threat themselvesbefore safe route was initiated arabs were viewed as a ldquosecurity threat themselves,pro-palestinian
jp_410,even though a lot of these issues were well known to the government nothing was done until now,pro-palestinian
jp_410,the problem with crime in the communities often stemmed from this larger perspective that painted arabs as a collective threat,pro-palestinian
jp_410,najamiyousef a resident of nazareth herself even stated that ldquoyou could even hear less gunfire in nazareth these days,pro-palestinian
jp_410,the change najamiyousef said is slowly starting to take effect,pro-israeli
jp_410,but when looking at the still high murder rate which claimed the life of 11 arabs in the last month one could question the effectiveness of this change,pro-palestinian
jp_410,ldquoit may take up to five years until we would see a practical change in murders,pro-palestinian
jp_410,rdquonajamiyousef even theorized that the latest chain of murders could be a direct response to police efforts with criminal organizations feeling the pressure and in turn attempting to clean house,pro-israeli
jp_410,today the police can react quickly when cases of violence occurrdquo a police official said,pro-israeli
jp_410,ldquoalong with the continuation of enforcement and its deepening in order to deal with the phenomenon and completely deter it a multisystemic treatment and a deeprooted change beyond police enforcement are neededrdquo said ch,pro-israeli
jp_411,ldquoinstead of engaging in the pursuit of victory they are engaging in petty politicsrdquo the likud said in a press release,pro-israeli
jp_411,ldquothe eternal jewish people are not afraid of the long journey,pro-israeli
jp_411,rdquolabor party mk gilad kariv also criticized netanyahu,pro-israeli
jp_411,ldquohis words give further validity to the feeling of the majority of the israeli publicrdquo he said,pro-israeli
jp_411,ldquonetanyahu is not qualified to lead the state of israel at this complex time and his continued rule constitutes a security political and economic danger,pro-israeli
jp_411,channel 12 political commentator amit segal said eisenkotrsquos remarks had been directed at the political center not the people who already agree with him,pro-israeli
jp_411,this could have a ripple effect since joining the government gave it legitimacy especially against the protest movement but that could now change he said,pro-israeli
jp_411,netanyahu met with opposition leader yair lapid on wednesday,pro-israeli
jp_411,the coalition was on the verge of collapse lapid said wednesday,pro-israeli
jp_411,there are so many people walking around now with absolute hopelessness even inside the likud,pro-palestinian
jp_411,a kindergarten teacher in kiryat shmona was not receiving her salary because she is haredi while secular teachers in safed and marsquoalot had received theirs he said in the knesset plenum,pro-israeli
jp_411,ldquoi have to say that there is deprivation and discrimination and itrsquos wrongrdquo gafni said,pro-israeli
jp_411,rdquoldquoi have been in the knesset for many many years and i was taught that everyone should receive the same salary that there should be equalityrdquo gafni said,pro-israeli
jp_411,rdquoisrael hayom quoted several officials in the finance ministry as saying gafni was drumming up support among his haredi base and the issue he raised had already been resolved the night before in a committee meeting,pro-israeli
jp_412,rachel goldberg whose 23year old son hersh polin goldberg was taken hostage from the nova music festival on october 7 invoked cain and abel as well as the holocaust in a fiery speech at the israel rally last tuesday in washington dc advocating for more activism on behalf of the hostages,pro-israeli
jp_412,goldberg who emigrated from virginia to israel with her family when hersh was eight has been one of the most vocal family members of hostages to speak out on the international stage on behalf of the hostages plight,pro-israeli
jp_412,posters of hershmdashlarger and more distinct than the typical kidnapped signs featuring different hostagesmdashhave been displayed in many places throughout israel and the world,pro-israeli
jp_412,we hostage families have lived the last 39 days in slow motion torment,pro-israeli
jp_412,but the real souls suffering are those of the hostages she continued,pro-israeli
jp_412,why is the world accepting that 240 human beings from almost 30 countries have been stolen and buried alive,pro-palestinian
jp_412,they are christians muslims jews buddhists and hindu,pro-palestinian
jp_412,why are they being left underground in the dirt,pro-palestinian
jp_412,abigail mor idan is three years old she watched her parents get murdered in front of her and was then kidnapped and she would like me to ask the world why are you letting her stay in the dark in her trauma buried in the earths crust,pro-israeli
jp_412,and joshua mollel who is a tanzanian african graduate student studying agribusiness would like for me to ask you why somehow his life actually doesnt matter,pro-israeli
jp_412,comparing the current situation to significant moments in history goldberg told of a christian german who hid jews during the holocaust,pro-israeli
jp_412,when he was asked why he risked so much to do this he answered at least i will know when i die and stand before god he will not ask me what he asked cain in the bible where were you when your brothers blood cried out from the ground,pro-palestinian
jp_413,one of the drone strikes targeted a building in the west bank city according to the reports,pro-palestinian
jp_413,stay away from terrorism live in peace,pro-israeli
jp_414,what are the claims made by the palestinians,pro-palestinian
jp_414,the prisoners then announced a series of protests against the restrictions and threatened to go on a hunger strike,pro-palestinian
jp_414,it said they would refuse to leave their cells for routine security checks ldquoas a step of disobedience against the prison administration laws,pro-israeli
jp_414,rdquowhats next for the palestinian prisoners,pro-palestinian
jp_414,more than 1000 prisoners are scheduled to participate in the hunger strike the group claimed,pro-palestinian
jp_414,all the fugitives were later captured by israeli authorities,pro-israeli
jp_414,since then the prisoners claim the ips has been moving many of them every few weeks to different prisons as part of punitive and preemptive measures designed to prevent another escape,pro-palestinian
jp_414,the palestinian prisoners club called on palestinians to support the prisoners in their struggle against the restrictions imposed by the ips,pro-palestinian
jp_414,he went on a hunger strike after he was placed under administrative detention detention without trial,pro-palestinian
jp_414,the other two hunger strikers are brothers ahmad and adal musa who are also in administrative detention,pro-palestinian
jp_415,israeli flags each at a different height on a stick above where a tree will one day grow fly in the wind,pro-israeli
jp_415,meanwhile the sound of artillery can be heard in the distance,pro-palestinian
jp_415,by this late point in the day the military had already announced that it was rotating forces out of gaza,pro-palestinian
jp_415,on sunday morning families of the nova victims gathered at the site,pro-palestinian
jp_415,right then was when the news broke that a mournerrsquos wreath was sent to the family of 19yearold hostage liri albag blaming the government for the lack of a deal,pro-israeli
jp_415,the shin bet israel security agency later said it suspected iranian forces were behind it,pro-israeli
jp_415,how can it be that six months into the war the hostages are held just across the border from where i am standing,pro-israeli
jp_415,gaza is not very large so wherever you stand along the border you are always a few miles from the coast and not far from rafah,pro-palestinian
jp_415,for me sunday was a return to a border irsquove been to many times since october 7 as well as before the war as well,pro-palestinian
jp_415,back in 2005 before the disengagement from gaza i visited netzer hazani a settlement in gaza near khan yunis,pro-palestinian
jp_415,at kibbutz nirim a resident told of threats dating back to the 1970s,pro-israeli
jp_415,there was always a threat from gaza but there were also times of peace and efforts at coexistence,pro-palestinian
jp_415,the sense on sunday at nova is that all that is broken,pro-palestinian
jp_415,the festival grounds today are made up of various memorials like the new section of trees that will grow and an area of photos of the victims staked in the ground so that each victim has their area,pro-palestinian
jp_415,besides the few monuments such as some benches and individual makeshift memorials people have left or graffiti on a concrete bunker much remains as it would have been before the festival,pro-palestinian
jp_415,there are trees with no undergrowth there is a dirt road running down route 232 which runs parallel to the border,pro-palestinian
jp_415,it was on this dirt road from the festival grounds to the main road where cars would have been stacked up on october 7 after the festival organizers stopped the music and told everyone to run and hide,pro-palestinian
jp_415,i look around among the trees and think about the thousands of people fleeing their desperation and confusion,pro-palestinian
jp_415,nearby kibbutz mefalsim had almost 1000 residents on october 7,pro-israeli
jp_415,at mefalsim there is a sign supporting the ldquokaplanrdquo protesters the antinetanyahu camp,pro-israeli
jp_415,these kibbutzim are proud of their heritage,pro-israeli
jp_415,when they did succeed such as breaking into kfar aza waves of men came from gaza to loot and murder,pro-palestinian
jp_415,in sderot terrorists shot upon entry firing bullets at the streets targeting the police station in a battle that went on for hours into the night,pro-israeli
jp_415,in ofakim around 30 minutes away from gaza by car one particular neighborhood saw an intense gunfight more than two dozen people were killed in different incidents,pro-palestinian
jp_415,the bus was attacked and the people were killed,pro-israeli
jp_415,police officers in ofakim were killed as well,pro-israeli
jp_415,in one neighborhood the terrorists attacked several homes,pro-israeli
jp_415,back on the border with nirim the small 240person community it is quiet but eerily so like a ghost town,pro-palestinian
jp_415,other former pets are wandering around including a cat that wouldnrsquot stop following me,pro-palestinian
jp_415,wild dogs had infiltrated from gaza on october 7 following the marauding looters,pro-palestinian
jp_415,i drive back along the 232 the same road the terrorists would have driven on it is quiet today,pro-israeli
jp_416,amongst 504 responders 51 would support a potential meeting between the prime minister and abbas while 39 would oppose such a meeting,pro-palestinian
jp_416,interestingly 40 of bennetts rightwing party yaminas voters also support a bennettabbas meeting,pro-palestinian
jp_416,in contrast 37 said it would decrease support,pro-israeli
jp_416,if a meeting between abbas and bennett was to happen the prime minister would not be the first in the current government to meet the pa president,pro-palestinian
jp_416,in august defense minister benny gantz held a rare meeting with abbas in ramallah,pro-palestinian
jp_416,unsurprisingly a large share of voters affiliated with more leftleaning parties such as labor yesh atid and gantzs blue and white stated they would support the government if such a move was made,pro-palestinian
jp_416,lastly twothirds of responders 67 stated they agree that opposition head benjamin netanyahu never wanted to make peace as stated by former us president trump,pro-israeli
jp_417,the police and shin bet israel security agency are reportedly evaluating whether the murder might have been a terrorist attack,pro-israeli
jp_417,quotwe wake up to a difficult and painful event in the northern shomronquot said mknbspbetzalel smotrich upon hearing the news,pro-israeli
jp_417,quotwe send our condolences to the family of the 14th murdered woman this year and ask to embrace and strengthen the residents of tal menashe and the entire shomron community,pro-palestinian
jp_417,quotthe security forces will with gods help get their hands on the perpetrators of this terrible attack and bring them justicequot the mk concluded,pro-israeli
jp_417,her body was found on the side of the road in the forest marked by signs of violence including to her head,pro-palestinian
jp_417,her family reported her missing on sunday,pro-palestinian
jp_417,her youngest child celebrated his bar mitzvah just three months ago,pro-palestinian
jp_417,"quot

he added quoti want to say clearly to these barbarians from the palestinian authority in front of the whole world you will never break us",pro-palestinian
jp_417,you act like barbarians from the middle ages ndash and we are in 2020 and the people of israel will win,pro-israeli
jp_417,"quot

quoti send my deepest sympathies to the horgan family on the horrific murder of esther of blessed memoryquot said alternate prime minister benny gantz in response to the incident",pro-israeli
jp_417,quotisraelrsquos security forces are working to find the despicable murderer and take him promptly into custody,pro-israeli
jp_417,quotno adventurous deeds a walking trail like every normal place in the country ndash and she did not return,pro-palestinian
jp_417,"nbsp
quotesther raised a family for glory loved her grandchildren and now they will have no mother no grandmotherquot the bereaved husband said",pro-israeli
jp_417,we see the great success of the family and of the community in general and that is largely due to her,pro-palestinian
jp_417,"quot


 
quotwe start the morning with the sad news of the brutal murder of esther hurgan a mother of six last night in samaria",pro-israeli
jp_417,quoti trust the security and police forces to lay hands on the perpetrator of this heinous crime and i send my condolences to the grieving family,pro-israeli
jp_417,such cruelty and evilquot said opposition leader yair lapid,pro-israeli
jp_417,quoti send my condolences to the family and hope that the idf and the security forces will reach those responsible for the murder soon,pro-israeli
jp_418,winner of the prestigious rechter prize for young architects daniel zarhy 43 hails from a prestigious lineage of architects,pro-palestinian
jp_418,the exceptional level of design and execution showcased by the project stands out prominently deserving commendation within the israeli context,pro-israeli
jp_418,in 2012 after working for renowned offices such as oma ndash rem koolhaas in rotterdam and herzog amp de meuron in basel he founded studio pez together with pedro pentildea,pro-palestinian
jp_418,the studio has won numerous international competitions among them the jerusalem courthouse ideas competition for a new opera house in busan s,pro-israeli
jp_418,zarhy said that working abroad has influenced his work tremendously,pro-israeli
jp_418,when you work in a big international firm with people who hail from around the globe and everyone brings their point of view it opens your mind you get new ideas,pro-palestinian
jp_418,but the reality was different both projects never got completed but our partnership survived and flourishedrdquo zarhy said,pro-israeli
jp_418,prioritizing simplicity over complexity their goal in each project is to craft adaptable and peoplecentered spaces fostering longterm benefits for communities and cities,pro-palestinian
jp_418,excluding the university gallery which was built 35 years ago this is the first building on campus that was built with the idea of opening to the city,pro-palestinian
jp_418,nbspldquothis is part of the changed attitude of the university,pro-palestinian
jp_418,the campus perimeter which for years was made up almost exclusively of car parking will change to be made of buildings that will be open to the urban surroundings as well as the campusrdquo zarhy explained,pro-palestinian
jp_418,challenging the enclosed campus paradigm of the university the building connects the city and the campus creating a meeting point for academia and industry,pro-palestinian
jp_418,ldquoyou can enter the building and the universityrsquos campus from the street that encircles the university while on the other side of the ground floor  the street floor visually continues forming a patio or an enclosed fourmeter deep shaded courtyard which is open to the cafeteria,pro-palestinian
jp_418,ldquoit is a new model of a research building ndash simple and efficient on one hand and iconic on the otherrdquo zarhy said,pro-israeli
jp_418,when looking for simplicity you sometimes come across the best ideas new ideasrdquo said zarhy proudly stressing that his architectural vision is ldquoto make a statement but to keep it simplerdquo,pro-israeli
jp_419,mk benny gantzs political future remained stable while netanyahus leadership remained in doubt an election poll conducted by maariv and political pollster dr,pro-israeli
jp_419,menachem lazar uncovered what the political landscape would look like had elections been held today,pro-palestinian
jp_419,national unity would see a decrease of two mandates decreasing to 33 from the last polls 35 seats,pro-palestinian
jp_419,at the same time the likud party headed by prime minister benjamin netanyahu slowly recovered two more seats to be positioned at 19 mandates,pro-israeli
jp_419,nbspmk gideon saar who left national unity and quit the coalition in midmarch to form his own party new hope mdash the national right is predicted to rise above the electoral threshold with four mandates,pro-palestinian
jp_419,finance minister bezalel smotrich who heads the religious zionist party is expected to not pass the threshold with merely 2,pro-israeli
jp_419,nbspalong with polling for the distribution of mandates in the knesset respondents were asked about leadership and who they deemed fit to lead israel as prime minister,pro-israeli
jp_419,these results remained similar to last weeks with 45 of respondents supporting a gantz premiership while support for netanyahu as prime minister decreased by four points currently at 34,pro-israeli
jp_419,nbspthe survey was conducted between march 27 and 28 2024 and was answered by 503 respondents representative of the state of israels population,pro-israeli
jp_420,his father khalil el halabi had sent a letter to the us government to request assistance to free his son or to at least hasten a verdict and a close to the unprecedentedly drawnout proceedings,pro-palestinian
jp_420,"rdquo
ldquoofficers at the embassy have closely monitored his case and have previously been in touch with world vision and mohammadrsquos attorney to learn more about his detention and court caserdquo it said",pro-israeli
jp_420,ldquowe will continue to monitor the case closely and raise our concerns with the appropriate officialsrdquo the us embassy said,pro-israeli
jp_420,a hearing on the issue before the supreme court that had been scheduled for this coming tuesday has been postponed until february 15,pro-palestinian
jp_420,the money was to have been used by world vision for food humanitarian assistance and aid programs for disabled children,pro-israeli
jp_420,closing arguments for the prosecution started last spring but like much of the case they dragged out for unclear reasons until october,pro-palestinian
jp_420,last march the justice ministry indicated it would release key points of its closing arguments to the public in response to some of the defendantrsquos allegations that his rights had been abused,pro-israeli
jp_420,one is that he was fooled by an undercover informant in detention into confirming details that the informant kept pressuring el halabi to confirm,pro-palestinian
jp_420,the original document recording the confession was lost by the police,pro-israeli
jp_420,the defense has said the case should have been dismissed in light of the circumstances in which the confession was given,pro-israeli
jp_420,the police record of what was said is an inauthentic photocopy raising questions of a police coverup it said,pro-israeli
